# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat Feb 08 08:49:10 PST 2020 [seed=1581180549897]
# -overwrite ncov.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
100000	-41126.93955176959	-11.399663235690053	-41115.5398885339	0.17337779078777016	2019.9167861436385	3.222840808498203	9.733803909237437	28.238912493126406	5.784352735732614	0.3002800474950674	0.1803458219933475	0.19548367878004225	0.32389045173154335	0.19072251821950004	5.491664742312374E-4	5.491664742312377E-4	-41115.5398885339	0.0	-6.304662350261033
110000	-41112.03682259287	0.11892802397343871	-41112.15575061684	0.20611302751143107	2019.8840509069148	2.9590261700196936	9.812294770139134	30.26493150463581	6.534147447178272	0.30392377992380454	0.18224156891089494	0.19441040658170666	0.3194242445835945	0.1621433490385961	9.040516306265585E-4	9.040516306265587E-4	-41112.15575061684	0.0	5.655426500535549
120000	-41122.24665403292	-5.397638153345419	-41116.849015879576	0.21521201795354106	2019.8749519164728	3.120290642467188	5.665142294884239	24.2951503876805	3.660166764264366	0.295363740330288	0.18562446675973998	0.19458839182304385	0.3244234010869287	0.10322208488167865	6.229704785776641E-4	6.229704785776641E-4	-41116.849015879576	0.0	-1.0494922139254181
130000	-41104.278095189235	5.927635221810229	-41110.20573041104	0.1887436830352634	2019.901420251391	2.73898850688057	9.805551495864895	33.03478393684897	7.721836237616736	0.3021659523843541	0.1831220260875261	0.1953930003718782	0.31931902115624217	0.16684921345028816	8.300021424174335E-4	8.300021424174331E-4	-41110.20573041104	0.0	11.766428789228524
140000	-41130.13622084455	-6.361073204594154	-41123.77514763996	0.19707659743261052	2019.8930873369936	3.08982168600918	6.43420295401599	24.785941156882558	4.864456294218426	0.2986803531380614	0.18603748605558787	0.19450315373350813	0.32077900707284324	0.11638930698038945	5.876872533974492E-4	5.876872533974491E-4	-41123.77514763996	0.0	-1.6415611496553777
150000	-41122.56611113161	-3.1808644037651925	-41119.38524672784	0.1962854295168706	2019.8938785049095	2.8799795546855758	9.658252885922408	31.115257876990523	4.585265732691746	0.2953517782050588	0.18539055036993307	0.20325197500243813	0.3160056964225707	1.5200234860841089	5.996750970081684E-4	5.996750970081684E-4	-41119.38524672784	0.0	4.374378652949926
160000	-41112.39024002271	0.03821739263562307	-41112.42845741534	0.18713134004000637	2019.9030325943863	2.823925415025215	9.861891371497789	32.82682023484291	4.611928133618067	0.29974280811988996	0.18386299557443872	0.1982808944293271	0.318113301876345	0.9885677466215189	6.038705259826161E-4	6.038705259826155E-4	-41112.42845741534	0.0	6.5687052209837
170000	-41117.53795623625	-0.10377365401350591	-41117.434182582234	0.1956722837038164	2019.8944916507226	2.8375323242612374	7.6069377226422406	30.315997954621402	6.547743146413032	0.2948401523011816	0.18581888466956156	0.2002481392077326	0.31909282382152504	0.3422391379170042	7.674962551965128E-4	7.674962551965131E-4	-41117.434182582234	0.0	5.735262675389193
180000	-41123.73417250892	-3.6710497510893454	-41120.063122757834	0.19406390638983	2019.8961000280365	2.905537377939066	9.47417819629491	27.824207261778056	3.481328082782561	0.2983454300874712	0.18684321423943726	0.19844671286033935	0.3163646428127529	0.3119838208391925	8.568985430589622E-4	8.568985430589621E-4	-41120.063122757834	0.0	1.2666900671226902
190000	-41126.43978602472	-12.535666615369667	-41113.90411940935	0.20046293198907142	2019.8897010024373	3.272176041678936	8.274006432139275	23.642930559449816	5.255655671228755	0.3030769784524723	0.1821973764185666	0.19514017843678813	0.31958546669217375	0.04972603428740533	7.669268105207968E-4	7.669268105207964E-4	-41113.90411940935	0.0	-7.747716830592759
200000	-41110.6707615298	5.168971055914959	-41115.839732585715	0.18799078618169876	2019.9021731482446	2.622397241678774	9.534804656561175	31.60202475483658	4.435620259396528	0.295904297323617	0.1850420596345079	0.19711657759250958	0.32193706544936634	0.03816534525159108	9.505412546380926E-4	9.505412546380931E-4	-41115.839732585715	0.0	9.999368805191558
210000	-41098.7549604533	15.483512219700934	-41114.238472673	0.1533278906905765	2019.9368360437356	2.3932749531972037	7.49117190175718	35.204472087566415	5.054079267700493	0.2942966284490164	0.1816318416077738	0.20199453261314565	0.32207699733006495	0.027368911070875458	9.394287393416014E-4	9.394287393416021E-4	-41114.238472673	0.0	20.544816620934586
220000	-41087.22454983211	29.57520671356652	-41116.79975654568	0.13766051025536324	2019.952503424171	2.0008080942245567	8.570428920105465	46.267899446891555	4.294603550972175	0.29893093455361336	0.18445540042935768	0.1956196322540596	0.32099403276297006	0.03482560314803114	9.226301439474638E-4	9.22630143947464E-4	-41116.79975654568	0.0	34.623205167090774
230000	-41087.13277756705	31.852682481866157	-41118.98546004892	0.1577836294509805	2019.9323803049754	2.0715615102209726	9.37704783277283	40.51175894416191	5.33414853652488	0.29797076842366377	0.18008894612945658	0.1940349519959483	0.3279053334509321	0.3997085224689058	9.744735385033879E-4	9.744735385033879E-4	-41118.98546004892	0.0	37.87827406158263
240000	-41076.65738331574	34.87794363419182	-41111.53532694993	0.15233461684205146	2019.9378293175841	1.774912260311678	1.6377521532559107	28.766716541426284	6.469092808123626	0.297145002369475	0.18031325289102199	0.19900422355157119	0.32353752118793266	0.0656149056187766	0.0011452036823640587	0.0011452036823640585	-41111.53532694993	0.0	40.56395047897759
250000	-41076.12440182215	41.797554344443185	-41117.92195616659	0.15354672828232527	2019.9366172061439	1.939611819638178	9.020391226481832	46.39902992904347	5.432444294659412	0.2984973954224746	0.17955453296755908	0.1978593241182204	0.32408874749174665	0.020274051185359136	0.001001662328777463	0.0010016623287774627	-41117.92195616659	0.0	47.195985391181814
260000	-41085.10428571805	34.130158982039966	-41119.234444700094	0.1346016457347158	2019.9555622886917	1.9979607242596091	7.734763706735647	41.27785186132296	6.961182152288951	0.30080244280803214	0.18441621675273887	0.19161114607486432	0.3231701943643654	0.09797320807414578	9.030277206693907E-4	9.030277206693907E-4	-41119.234444700094	0.0	39.94350029625827
270000	-41077.296339370674	37.444910678740904	-41114.74125004942	0.1501430459155783	2019.9400208885106	1.9118648393223623	4.195256708928881	37.90522995111011	3.4059330739080584	0.3028357325233897	0.1801069994932699	0.1972600918185424	0.3197971761647989	0.07734338835350017	0.001047879285055225	0.0010478792850552245	-41114.74125004942	0.0	42.29835673712306
280000	-41085.49860226428	27.916348695617764	-41113.414950959894	0.14488511695684772	2019.9452788174694	2.0361834068197564	8.858910734096005	43.69260257702355	3.532954627406615	0.2985673948017629	0.1828459399906205	0.19637438289909873	0.3222122823085187	0.22017825433040722	0.0010748144993800934	0.001074814499380093	-41113.414950959894	0.0	33.13704357169482
290000	-41086.42926055092	32.05782050190497	-41118.48708105282	0.1504937229193306	2019.939670211507	2.009244791539784	9.447389733058142	44.90983833990608	5.458441479352383	0.2968700668546779	0.17983872603211928	0.19952998299548236	0.32376122411772124	0.30188159403013753	8.267286118118598E-4	8.267286118118603E-4	-41118.48708105282	0.0	37.89758455099125
300000	-41072.784786009164	40.65714298403983	-41113.441928993205	0.16071246448155901	2019.9294514699448	1.8029641636865836	6.576323097905583	45.69635049450479	3.849829506576139	0.304737580015237	0.18305087447989543	0.19491577142991695	0.31729577407495146	1.2154009540745396	0.0011385359732438882	0.0011385359732438882	-41113.441928993205	0.0	48.08047047383904
310000	-41067.51764737077	44.10873532288375	-41111.626382693656	0.1503546534755772	2019.9398092809506	1.7224465055532583	9.786043996594195	46.109485408196356	4.070367522660626	0.29640948406788165	0.18349223951425328	0.19762117752203487	0.3224770988958309	0.8362852649211875	0.001375162539823639	0.0013751625398236397	-41111.626382693656	0.0	50.96464116174742
320000	-41062.70915826814	47.66916634631198	-41110.37832461445	0.14916385662179044	2019.9410000778046	1.6203882489511905	9.055824850514403	46.71326221633574	4.616135307547092	0.29535002341815303	0.1860156958212638	0.19972523089569222	0.31890904986489166	0.3848036790435659	0.0010568530282708188	0.001056853028270819	-41110.37832461445	0.0	53.6897948956995
330000	-41061.189389803156	64.25849957393837	-41125.447889377094	0.1296689439005636	2019.9604949905258	1.374845205581132	4.636334308963696	47.52852856746098	2.099203947007201	0.29352263194699796	0.18682346109050355	0.19808542380636526	0.3215684831561339	0.73849587677548	0.0014089683302004024	0.0014089683302004024	-41125.447889377094	0.0	70.36446892106233
340000	-41060.666923580175	62.649544201544934	-41123.31646778172	0.12713902779176112	2019.9630249066345	1.4165232458133885	7.641553733713429	52.893360467413665	7.046461226416374	0.29590988844200034	0.18304850838214465	0.19599923664580637	0.3250423665300492	0.6204229667042377	0.0014529852660713615	0.0014529852660713609	-41123.31646778172	0.0	70.05351762604549
350000	-41053.90326812855	59.68644515836907	-41113.58971328692	0.13670450973926726	2019.953459424687	1.4707688960042389	7.935825851209119	54.586012247396695	5.238734835731442	0.29874589756044373	0.18287197248469253	0.19482823244627595	0.32355389750858843	0.10562825507774296	0.001625388193002955	0.0016253881930029556	-41113.58971328692	0.0	65.66631938100795
360000	-41053.622283317556	53.14544773051437	-41106.76773104807	0.14146751285839168	2019.948696421568	1.6042736170473	7.76061499554733	50.86935108142029	5.729512306828483	0.30343648645815074	0.1827229663415672	0.1949557617978525	0.31888478540243026	0.10119884355748077	0.0014286034209979549	0.0014286034209979558	-41106.76773104807	0.0	59.10094825034272
370000	-41066.142576256214	46.78400088029744	-41112.92657713651	0.15615168926810938	2019.934012245158	1.7791516085730232	6.558922005155007	48.623165351948195	4.16371488265445	0.29959233141222036	0.18010671690496666	0.19927458345386723	0.3210263682289465	0.04089244346791908	0.0011885924254643584	0.0011885924254643584	-41112.92657713651	0.0	52.01360507551772
380000	-41078.37469898556	34.482924644432316	-41112.85762362999	0.1545394514913926	2019.9356244829348	2.0670653705950817	8.932213448294524	43.54053283142936	7.05849352847883	0.2964303475895666	0.1845104826409418	0.1958398477155246	0.32321932205396764	0.01569751311180782	9.907631551634064E-4	9.907631551634068E-4	-41112.85762362999	0.0	40.20624355066168
390000	-41082.77351734647	33.136551000141054	-41115.91006834661	0.144952922679495	2019.9452110117468	1.9553518001007921	7.826546565610027	41.16776533621925	5.215628114405554	0.30037487469217067	0.17981777163038362	0.19542543385650776	0.3243819198209385	0.10336255836303206	0.0010569572775545612	0.0010569572775545612	-41115.91006834661	0.0	38.61354854053288
400000	-41082.233234121755	35.33794072889376	-41117.57117485065	0.16522144334133226	2019.924942491085	1.8873406091867442	6.568903543863165	42.41040399427075	5.145573942578496	0.2967011351863359	0.1842622495319159	0.197515981102294	0.32152063417945476	0.32622646402158006	0.0010259410060675918	0.001025941006067592	-41117.57117485065	0.0	41.25666684943702
410000	-41095.90164717373	18.393930306570134	-41114.2955774803	0.15242479217038649	2019.9377391422559	2.208741325613799	4.831701179560897	31.866281729277212	3.0552180197922003	0.3001959635784964	0.182067960071212	0.1982849416016562	0.319451134748636	2.0025097969395675	7.894901825379086E-4	7.894901825379083E-4	-41114.2955774803	0.0	26.702746627691663
420000	-41095.17653854156	23.047474769186902	-41118.22401331074	0.1636707492888103	2019.9264931851376	2.1827962071788822	8.183876427514223	38.8595891434877	4.50831354016212	0.302750971200447	0.1855833373733145	0.1920830230396839	0.31958266838655525	0.5399207865897423	8.995580371392865E-4	8.995580371392863E-4	-41118.22401331074	0.0	29.039041549980176
430000	-41105.044518662646	14.333166876439421	-41119.37768553908	0.17552668501454644	2019.9146372494117	2.256495709996398	9.531491468219098	38.16723993393908	9.954232961294435	0.3012563555481431	0.18285346808795908	0.19592915123066065	0.319961025133238	0.8010226413276257	8.265657472026182E-4	8.265657472026177E-4	-41119.37768553908	0.0	22.03030387671405
440000	-41084.103031148785	24.836814446174394	-41108.939845594956	0.15720622059722594	2019.9329577138292	2.0690712149624795	9.669650973733027	42.260150019577715	4.318931488295535	0.2962657255120539	0.1805137299874373	0.19664748302519802	0.32657306147531157	2.077835382122123	0.0010172420173605605	0.0010172420173605607	-41108.939845594956	0.0	33.97036276639683
450000	-41096.0002424421	20.757672071930383	-41116.75791451403	0.1542773253277695	2019.9358866090986	2.191310758366541	8.315191695517939	40.30103091338481	4.119241046802022	0.29845469986684553	0.18202450472057974	0.1968910339438934	0.3226297614686822	0.9842563045842592	0.0010221658498756811	0.0010221658498756813	-41116.75791451403	0.0	27.597670754399335
460000	-41078.8839537499	31.132496004049173	-41110.01644975395	0.14900729658914416	2019.9411566378371	2.089425200231578	8.8101617971929	42.73240490205739	3.7909293924627327	0.2973432949151537	0.18320897825592153	0.20159051396360167	0.3178572128653241	0.38991030397638854	9.673323405581706E-4	9.673323405581701E-4	-41110.01644975395	0.0	36.70118882584914
470000	-41076.688062723144	40.73594573215538	-41117.4240084553	0.1471864670969533	2019.9429774673295	1.8950553648205049	9.670836268791286	46.30558301060579	5.393412989038123	0.3030857506024372	0.1815957119994863	0.193465705657796	0.3218528317402816	0.42427812999945685	0.0011733787528572924	0.001173378752857292	-41117.4240084553	0.0	47.022074924860675
480000	-41082.070425161226	32.66390265300053	-41114.73432781423	0.161543454405517	2019.9286204800208	2.0306844395594372	6.576255697735633	38.42761005653841	3.9843951880916157	0.2984244096659828	0.1824905598643508	0.19387781130139362	0.3252072191682739	0.0261010054965751	9.678354004759388E-4	9.678354004759384E-4	-41114.73432781423	0.0	37.53755376789533
490000	-41090.5806464343	27.555693445856683	-41118.136339880155	0.1634185239261252	2019.9267454105002	2.2245123185257887	9.808321113727727	40.45338727812098	7.507692450267657	0.3047382850016254	0.17961616312669637	0.19670622445766034	0.31893932741401915	0.07943195553550403	9.094084344501332E-4	9.094084344501339E-4	-41118.136339880155	0.0	33.39663344178232
500000	-41091.2526780162	24.07026718589906	-41115.3229452021	0.14862191085834875	2019.941542023568	2.113328750921527	7.1889856142327915	37.17781349940744	6.090600018647797	0.2984628476819588	0.18007054935991013	0.19577051679164134	0.3256960861664912	0.047710028834951505	9.549263471726123E-4	9.549263471726118E-4	-41115.3229452021	0.0	29.53387138905046
510000	-41099.30046265682	22.834654475624653	-41122.13511713245	0.17242580057226586	2019.917738133854	2.2622296527718055	7.605983237866604	36.33518279275937	5.246820264145882	0.2992369983209351	0.18570228260344246	0.19549207114907274	0.3195686479265512	0.18619393623146246	9.990374796927358E-4	9.990374796927362E-4	-41122.13511713245	0.0	28.33657415241272
520000	-41071.77137237529	40.20835787358134	-41111.97973024887	0.13815437912609346	2019.9520095553003	1.755352400648262	9.692821397961659	49.78574467999791	4.035653404725718	0.295222615271854	0.18244390155027226	0.1966253303276966	0.32570815285017857	0.8317789690338342	0.001030312016088921	0.0010303120160889202	-41111.97973024887	0.0	46.9268818003008
530000	-41086.70384004049	24.57505392974935	-41111.278893970244	0.1707482379238066	2019.9194156965025	2.041818790050192	4.610171928173904	31.95653510129294	5.507044045121887	0.30074346127656787	0.18536347077706677	0.18988501276384934	0.3240080551825176	0.14605017394146827	0.0010722928575495247	0.0010722928575495243	-41111.278893970244	0.0	30.108993557244737
540000	-41074.011577285164	34.31635178166822	-41108.32792906683	0.14718157814099853	2019.9429823562853	1.8047357391605476	9.239893584806028	47.16217639771402	6.336841300436057	0.2974527720500462	0.18462205501989395	0.1969447030036669	0.32098046992639445	0.017064328905729908	0.0014378709088420977	0.0014378709088420987	-41108.32792906683	0.0	40.16325260324556
550000	-41087.173357351836	25.56750963481076	-41112.74086698665	0.17045081565725367	2019.919713118769	2.0627608272783147	7.493312808219279	37.945743955562264	5.228802306312424	0.2990120043044743	0.18328810272953086	0.1955611047468326	0.32213878821916375	0.6297618089589165	8.987976990781021E-4	8.987976990781026E-4	-41112.74086698665	0.0	31.960666258190635
560000	-41131.35579372645	-9.724897419728665	-41121.63089630672	0.22867707085274652	2019.8614868635736	3.1024115966202337	7.1933430950304835	24.062730933059918	6.957096688629159	0.2959030625188899	0.17730132893331058	0.2007044554072421	0.32609115314055886	0.1499582958246108	6.829046085946971E-4	6.829046085946973E-4	-41121.63089630672	0.0	-4.340088359409362
570000	-41135.623334317876	-20.491327769159156	-41115.132006548716	0.21894981980630057	2019.87121411462	3.8197537009816447	8.693166524695961	23.13905583190072	8.687392176084334	0.29950700986621404	0.180970106422982	0.19676656046878108	0.32275632324202425	0.3525000846746382	5.784392495212827E-4	5.78439249521283E-4	-41115.132006548716	0.0	-14.526109908312602
580000	-41102.965748789546	11.072818761250158	-41114.03856755079	0.15839770995331806	2019.931766224473	2.560474552764441	9.85724819281027	38.06612033798187	4.321078319363202	0.29672314471497624	0.18236294418404853	0.19916298397882246	0.3217509271221542	0.15057918588871091	7.750691449788345E-4	7.750691449788348E-4	-41114.03856755079	0.0	16.067943034944182
590000	-41093.74711945813	13.403290509735992	-41107.150409967864	0.1681472074789366	2019.9220167269473	2.357033898746132	5.929675716876239	29.387884952994625	6.623222370574879	0.29803605018906626	0.18473342723583785	0.19624090240003375	0.3209896201750635	0.2102708954113934	0.001067499537473186	0.0010674995374731872	-41107.150409967864	0.0	19.24513563200718
600000	-41092.56869883067	19.96209696085714	-41112.53079579153	0.1620764022626022	2019.9280875321638	2.197191219924862	4.526176118358619	30.50271932361736	5.944936122163977	0.29788543394957684	0.18598918374905501	0.19831026738016846	0.31781511492120107	0.045004890810001495	9.484058816981591E-4	9.484058816981594E-4	-41112.53079579153	0.0	25.29420439791116
610000	-41077.97921322755	36.978874709370736	-41114.95808793692	0.1431511630358527	2019.9470127713905	1.9284684071302425	8.389597723398301	43.52372960427487	5.3426899667270815	0.2954818046741221	0.18310434503647965	0.19917688178095103	0.3222369685084487	0.4816347871985131	9.317096846804051E-4	9.317096846804054E-4	-41114.95808793692	0.0	43.21385796493445
620000	-41079.28933502947	35.88447766747701	-41115.17381269694	0.16868559396165583	2019.9214783404645	1.841943967475301	6.640955126442075	40.799829538335025	4.707652041753478	0.297610371128583	0.18139565122457546	0.1964897775249971	0.324504200121846	0.5439497384789582	0.00159636342463862	0.0015963634246386198	-41115.17381269694	0.0	42.33403849709645
630000	-41074.78549026803	36.97980943263344	-41111.76529970066	0.14808136424607957	2019.9420825701802	1.9577467151654409	9.752251594396581	44.25218243915427	3.787568070999749	0.29949926980967523	0.1806088002911159	0.19612024454804425	0.3237716853511661	0.2939738076003404	0.0010991239793366838	0.0010991239793366832	-41111.76529970066	0.0	42.46729276139669
640000	-41111.021658002704	7.226196991272438	-41118.24785499398	0.14817518482240552	2019.941988749604	2.6451477130128183	9.25599880328317	34.744313168864736	7.624515069888777	0.2966263498498752	0.18411292167644644	0.19709275429644535	0.3221679741772346	0.01570432281486844	5.886856706398719E-4	5.886856706398721E-4	-41118.24785499398	0.0	12.603635804700598
650000	-41087.778570641145	37.2508121135411	-41125.029382754685	0.14644149251460228	2019.9437224419116	1.9709683806477754	4.6862628303902785	38.41308441289908	4.122724103692459	0.30194464549462396	0.17620494319467891	0.1988190736687042	0.3230313376419946	0.26967195503994956	0.0011357260925841342	0.0011357260925841342	-41125.029382754685	0.0	42.7494931634998
660000	-41064.677117182066	46.717080449929384	-41111.394197632	0.14068994070446128	2019.9494739937218	1.6664595887724916	9.516268944521606	48.67841883661445	4.713547842313989	0.30043793902731436	0.1820805109905704	0.19636692088524219	0.32111462909687455	0.4073168641952181	0.0013017775930003984	0.0013017775930003988	-41111.394197632	0.0	52.92114372874311
670000	-41064.45481334076	51.02939158381571	-41115.48420492458	0.13663686680879106	2019.9535270676174	1.7367494372192271	5.917275342688682	46.35725605005248	4.1490146111587825	0.29811451206312517	0.18810284001372063	0.19594641190943515	0.31783623601372063	0.16913721057742998	0.0011645499931495162	0.0011645499931495155	-41115.48420492458	0.0	56.49007923989817
680000	-41115.01899782237	1.3055134561751593	-41116.324511278544	0.2206840242897839	2019.8694799101365	2.854588193242634	9.756499803960176	31.12576420463574	5.057308223433201	0.299577976144005	0.18112969173566984	0.1932784215112519	0.3260139106090749	0.3189050303250698	7.271158690875461E-4	7.271158690875461E-4	-41116.324511278544	0.0	6.6935971305399296
690000	-41127.1281107956	-16.564806030045183	-41110.56330476556	0.23325189997565468	2019.8569120344507	3.621577059984008	9.840084996603188	24.945236305787496	5.131485219952587	0.2956217274734262	0.18148984787413663	0.1989356659608222	0.3239527586916167	0.025971350678259935	5.178007176884158E-4	5.178007176884157E-4	-41110.56330476556	0.0	-12.09291995086338
700000	-41131.40146513682	-18.480631857259965	-41112.92083327956	0.2463144247277641	2019.8438495096984	3.69123439373838	7.679894174012331	22.5859711250827	5.246523163581942	0.2948095618781672	0.18454476079643964	0.19620327212305005	0.3244424052023449	0.2782984402828086	4.804631939485458E-4	4.804631939485458E-4	-41112.92083327956	0.0	-13.543388145478442
710000	-41119.96847794792	-9.446504509913462	-41110.52197343801	0.21799235061094546	2019.8721715838153	3.115922384727776	8.050525838769635	28.19019356075814	4.648821990716049	0.29914884402158903	0.18301218970719516	0.1995325893512277	0.3183063769199899	0.4004566327101668	5.812646377642028E-4	5.812646377642028E-4	-41110.52197343801	0.0	-4.196090846259031
720000	-41130.38724472498	-16.52390184336288	-41113.86334288162	0.20851762227137785	2019.881646312155	3.372497300252774	4.819668378425245	22.58726820936704	6.398491190653913	0.2972150282909036	0.18437601814566473	0.1965400559774547	0.32186889758597875	0.013948966378800736	5.450719627630543E-4	5.450719627630543E-4	-41113.86334288162	0.0	-11.712401442992368
730000	-41114.88849882641	-2.4525593702497517	-41112.43593945616	0.2123655353570138	2019.8777983990692	2.826684105661659	9.330908269326844	31.539020863394228	3.932323604138803	0.2968346857959452	0.18575973140562987	0.19201885817078412	0.3253867246276425	0.7797245269372393	6.296749947598412E-4	6.296749947598417E-4	-41112.43593945616	0.0	3.4626535505757143
740000	-41121.61304036995	1.2115099841950627	-41122.82455035415	0.221590342096399	2019.86857359233	2.605915264439429	8.786099205797026	31.294050218640933	4.924083333189432	0.2966670458826275	0.18171774245628652	0.19865129258026581	0.3229639190808219	0.04530077826195472	0.0010321083147723602	0.00103210831477236	-41122.82455035415	0.0	6.2383148253613285
750000	-41122.232846947554	-4.556763330774059	-41117.67608361678	0.20821544495681732	2019.8819484894696	2.906481544530285	5.817318546770874	25.165261280976015	10.969607985467386	0.2982217536695123	0.18533701999519644	0.19354631866994398	0.322894907665349	0.3991132862230429	7.293161352793542E-4	7.293161352793543E-4	-41117.67608361678	0.0	2.1984764773155288
760000	-41117.020771146395	5.373801289769441	-41122.39457243616	0.22583652744849075	2019.8643274069777	2.449181288925612	1.2932754070116514	14.926801989528595	4.195501294614637	0.30604731958957837	0.18305195334931	0.19065649750760372	0.3202442295535097	0.9020088628425398	8.958500023168153E-4	8.958500023168148E-4	-41122.39457243616	0.0	11.697268602375392
770000	-41085.58451330072	22.37428780287641	-41107.958801103596	0.1685220621004832	2019.9216418723258	2.1368273818341237	6.3294548264288215	35.0485842218905	4.711618225179529	0.29753434223384545	0.18594726774368822	0.1935184413887875	0.32299994863368064	0.03108347413446148	9.564950689310261E-4	9.564950689310261E-4	-41107.958801103596	0.0	27.41049121640262
780000	-41073.37045801798	38.37640632042802	-41111.746864338405	0.14619781584755817	2019.9439661185788	1.835262907012476	4.87472558087596	39.743115816726664	3.3943457729188977	0.29883414795362706	0.18406801291848698	0.19679782025539205	0.32030001887249576	0.014089947712633869	0.0012385833027925793	0.0012385833027925796	-41111.746864338405	0.0	43.222143639336856
790000	-41055.80025963094	50.255189984225815	-41106.05544961517	0.14001310332202124	2019.9501508311043	1.6771630104306952	8.07167569497762	49.07096590555973	5.608502524318208	0.2982295057348103	0.18403030688560013	0.19656095390270903	0.32117923347688254	0.23051055622877226	0.0010467049003315878	0.0010467049003315882	-41106.05544961517	0.0	56.241664707340206
800000	-41074.66543040086	44.512055746849086	-41119.17748614771	0.13237426857348847	2019.9577896658527	1.7465507031966192	5.9545555516850275	44.85567526848693	2.3498411206037106	0.2959382972624034	0.18082184977991794	0.19860503688969722	0.3246348160679835	0.11431838637105086	0.0010691646716164136	0.0010691646716164138	-41119.17748614771	0.0	49.18343562913935
